2组_13号_设备状态,MODBUS RTU,4x,73,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0073,16-bit Unsigned
2组_14号_设备状态,MODBUS RTU,4x,74,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0074,16-bit Unsigned
2组_15号_设备状态,MODBUS RTU,4x,75,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0075,16-bit Unsigned
2组_16号_设备状态,MODBUS RTU,4x,76,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0076,16-bit Unsigned
2组_17号_设备状态,MODBUS RTU,4x,77,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0077,16-bit Unsigned
2组_18号_设备状态,MODBUS RTU,4x,78,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0078,16-bit Unsigned
2组_19号_设备状态,MODBUS RTU,4x,79,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0079,16-bit Unsigned
2组_20号_设备状态,MODBUS RTU,4x,80,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0080,16-bit Unsigned
2组_21号_设备状态,MODBUS RTU,4x,81,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0081,16-bit Unsigned
2组_22号_设备状态,MODBUS RTU,4x,82,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0082,16-bit Unsigned
2组_23号_设备状态,MODBUS RTU,4x,83,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0083,16-bit Unsigned
2组_24号_设备状态,MODBUS RTU,4x,84,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0084,16-bit Unsigned
2组_25号_设备状态,MODBUS RTU,4x,85,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0085,16-bit Unsigned
2组_26号_设备状态,MODBUS RTU,4x,86,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0086,16-bit Unsigned
2组_27号_设备状态,MODBUS RTU,4x,87,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0087,16-bit Unsigned
2组_28号_设备状态,MODBUS RTU,4x,88,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0088,16-bit Unsigned
2组_29号_设备状态,MODBUS RTU,4x,89,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0089,16-bit Unsigned
2组_30号_设备状态,MODBUS RTU,4x,90,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0090,16-bit Unsigned
2组_31号_设备状态,MODBUS RTU,4x,91,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0091,16-bit Unsigned
2组_32号_设备状态,MODBUS RTU,4x,92,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0092,16-bit Unsigned
2组_33号_设备状态,MODBUS RTU,4x,93,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0093,16-bit Unsigned
2组_34号_设备状态,MODBUS RTU,4x,94,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0094,16-bit Unsigned
2组_35号_设备状态,MODBUS RTU,4x,95,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0095,16-bit Unsigned
2组_36号_设备状态,MODBUS RTU,4x,96,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0096,16-bit Unsigned
2组_37号_设备状态,MODBUS RTU,4x,97,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0097,16-bit Unsigned
2组_38号_设备状态,MODBUS RTU,4x,98,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0098,16-bit Unsigned
2组_39号_设备状态,MODBUS RTU,4x,99,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0099,16-bit Unsigned
2组_40号_设备状态,MODBUS RTU,4x,100,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0100,16-bit Unsigned
2组_41号_设备状态,MODBUS RTU,4x,101,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0101,16-bit Unsigned
2组_42号_设备状态,MODBUS RTU,4x,102,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0102,16-bit Unsigned
2组_43号_设备状态,MODBUS RTU,4x,103,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0103,16-bit Unsigned
2组_44号_设备状态,MODBUS RTU,4x,104,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0104,16-bit Unsigned
2组_45号_设备状态,MODBUS RTU,4x,105,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0105,16-bit Unsigned
2组_46号_设备状态,MODBUS RTU,4x,106,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0106,16-bit Unsigned
2组_47号_设备状态,MODBUS RTU,4x,107,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0107,16-bit Unsigned
2组_48号_设备状态,MODBUS RTU,4x,108,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0108,16-bit Unsigned
2组_49号_设备状态,MODBUS RTU,4x,109,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0109,16-bit Unsigned
2组_50号_设备状态,MODBUS RTU,4x,110,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0110,16-bit Unsigned
2组_51号_设备状态,MODBUS RTU,4x,111,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0111,16-bit Unsigned
2组_52号_设备状态,MODBUS RTU,4x,112,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0112,16-bit Unsigned
2组_53号_设备状态,MODBUS RTU,4x,113,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0113,16-bit Unsigned
2组_54号_设备状态,MODBUS RTU,4x,114,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0114,16-bit Unsigned
2组_55号_设备状态,MODBUS RTU,4x,115,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0115,16-bit Unsigned
2组_56号_设备状态,MODBUS RTU,4x,116,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0116,16-bit Unsigned
2组_57号_设备状态,MODBUS RTU,4x,117,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0117,16-bit Unsigned
2组_58号_设备状态,MODBUS RTU,4x,118,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0118,16-bit Unsigned
2组_59号_设备状态,MODBUS RTU,4x,119,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0119,16-bit Unsigned
2组_60号_设备状态,MODBUS RTU,4x,120,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0120,16-bit Unsigned
3组_01号_设备状态,MODBUS RTU,4x,121,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0121,16-bit Unsigned
3组_02号_设备状态,MODBUS RTU,4x,122,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0122,16-bit Unsigned
3组_03号_设备状态,MODBUS RTU,4x,123,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0123,16-bit Unsigned
3组_04号_设备状态,MODBUS RTU,4x,124,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0124,16-bit Unsigned
3组_05号_设备状态,MODBUS RTU,4x,125,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0125,16-bit Unsigned
3组_06号_设备状态,MODBUS RTU,4x,126,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0126,16-bit Unsigned
3组_07号_设备状态,MODBUS RTU,4x,127,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0127,16-bit Unsigned
3组_08号_设备状态,MODBUS RTU,4x,128,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0128,16-bit Unsigned
3组_09号_设备状态,MODBUS RTU,4x,129,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0129,16-bit Unsigned
3组_10号_设备状态,MODBUS RTU,4x,130,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0130,16-bit Unsigned
3组_11号_设备状态,MODBUS RTU,4x,131,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0131,16-bit Unsigned
3组_12号_设备状态,MODBUS RTU,4x,132,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0132,16-bit Unsigned
3组_13号_设备状态,MODBUS RTU,4x,133,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0133,16-bit Unsigned
3组_14号_设备状态,MODBUS RTU,4x,134,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0134,16-bit Unsigned
3组_15号_设备状态,MODBUS RTU,4x,135,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0135,16-bit Unsigned
3组_16号_设备状态,MODBUS RTU,4x,136,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0136,16-bit Unsigned
3组_17号_设备状态,MODBUS RTU,4x,137,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0137,16-bit Unsigned
3组_18号_设备状态,MODBUS RTU,4x,138,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0138,16-bit Unsigned
3组_19号_设备状态,MODBUS RTU,4x,139,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0139,16-bit Unsigned
3组_20号_设备状态,MODBUS RTU,4x,140,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0140,16-bit Unsigned
3组_21号_设备状态,MODBUS RTU,4x,141,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0141,16-bit Unsigned
3组_22号_设备状态,MODBUS RTU,4x,142,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0142,16-bit Unsigned
3组_23号_设备状态,MODBUS RTU,4x,143,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0143,16-bit Unsigned
3组_24号_设备状态,MODBUS RTU,4x,144,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0144,16-bit Unsigned
3组_25号_设备状态,MODBUS RTU,4x,145,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0145,16-bit Unsigned
3组_26号_设备状态,MODBUS RTU,4x,146,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0146,16-bit Unsigned
3组_27号_设备状态,MODBUS RTU,4x,147,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0147,16-bit Unsigned
3组_28号_设备状态,MODBUS RTU,4x,148,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0148,16-bit Unsigned
3组_29号_设备状态,MODBUS RTU,4x,149,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0149,16-bit Unsigned
3组_30号_设备状态,MODBUS RTU,4x,150,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0150,16-bit Unsigned
3组_31号_设备状态,MODBUS RTU,4x,151,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0151,16-bit Unsigned
3组_32号_设备状态,MODBUS RTU,4x,152,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0152,16-bit Unsigned
3组_33号_设备状态,MODBUS RTU,4x,153,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0153,16-bit Unsigned
3组_34号_设备状态,MODBUS RTU,4x,154,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0154,16-bit Unsigned
3组_35号_设备状态,MODBUS RTU,4x,155,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0155,16-bit Unsigned
3组_36号_设备状态,MODBUS RTU,4x,156,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0156,16-bit Unsigned
3组_37号_设备状态,MODBUS RTU,4x,157,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0157,16-bit Unsigned
3组_38号_设备状态,MODBUS RTU,4x,158,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0158,16-bit Unsigned
3组_39号_设备状态,MODBUS RTU,4x,159,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0159,16-bit Unsigned
3组_40号_设备状态,MODBUS RTU,4x,160,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0160,16-bit Unsigned
3组_41号_设备状态,MODBUS RTU,4x,161,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0161,16-bit Unsigned
3组_42号_设备状态,MODBUS RTU,4x,162,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0162,16-bit Unsigned
3组_43号_设备状态,MODBUS RTU,4x,163,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0163,16-bit Unsigned
3组_44号_设备状态,MODBUS RTU,4x,164,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0164,16-bit Unsigned
3组_45号_设备状态,MODBUS RTU,4x,165,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0165,16-bit Unsigned
3组_46号_设备状态,MODBUS RTU,4x,166,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0166,16-bit Unsigned
3组_47号_设备状态,MODBUS RTU,4x,167,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0167,16-bit Unsigned
3组_48号_设备状态,MODBUS RTU,4x,168,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0168,16-bit Unsigned
3组_49号_设备状态,MODBUS RTU,4x,169,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0169,16-bit Unsigned
3组_50号_设备状态,MODBUS RTU,4x,170,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0170,16-bit Unsigned
3组_51号_设备状态,MODBUS RTU,4x,171,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0171,16-bit Unsigned
3组_52号_设备状态,MODBUS RTU,4x,172,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0172,16-bit Unsigned
3组_53号_设备状态,MODBUS RTU,4x,173,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0173,16-bit Unsigned
3组_54号_设备状态,MODBUS RTU,4x,174,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0174,16-bit Unsigned
3组_55号_设备状态,MODBUS RTU,4x,175,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0175,16-bit Unsigned
3组_56号_设备状态,MODBUS RTU,4x,176,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0176,16-bit Unsigned
3组_57号_设备状态,MODBUS RTU,4x,177,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0177,16-bit Unsigned
3组_58号_设备状态,MODBUS RTU,4x,178,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0178,16-bit Unsigned
3组_59号_设备状态,MODBUS RTU,4x,179,设备状态：0停止、1运行、>=2故障/异常；原昆仑变量:设备0_读写4WUB0179,16-bit Unsigned
